id,isi,link,judul,images,tanggal
47,"Tim Basket Smanser yang terdiri dari Putu Dylan Vedatama, Kadek Aprilo Sattya Mahendra, Ricko Dika Oktaviano, dan I Made Adi Ambara Putra sukses meraih Juara 3 dalam Lomba Basket 3x3 yang dilaksanakan oleh 3x3 Bali pada tanggal  26-30 Juni 2024 di Discovery Mall. \r\n\r\nKetua tim Putu Dylan Vedatama mengaku merasa senang karena persiapannya hanya sebentar untuk mengikuti ajang turnamen ini, tetapi karena latihannya yang lumayan hampir setiap hari dan lumayan keras akhirnya bisa membuahkan hasil dengan mendapatkan posisi juara ketiga.\r\n\r\nDalam proses persiapan dirinya mengaku tetap mendapatkan pembinaan dari pembina ekstrakurikuler Basket SMA Negeri 1 Seririt Putu Agus Suar Ekkar Yasa, S.Pd meskipun dalam perlombaan tidak diperbolehkan mengajak pembina. \r\n\r\nAtas raihan ini, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd.,M.Pd menyampaikan apresiasi dan terima kasih kepada tim basket dan pembina yang kembali bisa mengharumkan nama sekolah setelah sebelumnya meraih Juara II dalam ajang Porjar di tingkat provinsi. “Kepada tim Basket semoga terus semangat mengasah diri untuk meraih prestasi” pungkasnya.(hms/mus)",https://www.instagram.com/p/C9wida6Tisc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,??? ?????? ??????? ?????? ???? ????? ??? ????????? ?????? ? ? ? ??????? ????????,ae4a90d17a88ec64acfcfdb5c52ba234.jpg,2024-07-23
48,"Tim Pramuka Ambalan Panji Galuh SMA Negeri 1 Seririt berhasil meraih Juara 2 Lomba Video Kreatif Tingkat Nasional Serangkaian HUT XXXIV Pramuka Racana Jelantik-Jempiring Undiksha. Kegiatan diselenggarakan pada Sabtu 4 Mei s.d. Minggu 30 Juni 2024. \r\n\r\nTim Smanser  terdiri dari lima orang yaitu Desak Putu Ayu Dina Candradewi sebagai ketua tim,  Ketut Serin Darmayani, Kadek Putra Artha Sastrawan, I Gusti Bagus Shindu Darmawan Putra, dan Ni Putu Anggi Padma Juwita. Selaku ketua tim, Desak mengatakan bahwa dalam  pembuatan video banyak rintangan dihadapi baik saat persiapan sampai finish. Namun dengan semangat bersama tim akhirnya kendala tersebut bisa dilalui. “Jujur kami banyak mengalami kendala mulai dari proses perekaman, pengeditan, hingga sampai selesai,” ungkapnya.\r\n\r\nLebih lanjut dirinya mengungkapkan kalau sebenarnya anggota tim tidak terlalu berharap untuk mendapatkan juara mengingat lombanya tingkat nasional dan diikuti oleh 44 tim. Kami sempat merasa pesimis, namun walaupun begitu kami tetap ingin memberikan yang terbaik. \r\n\r\nKepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd.,M.Pd menyampaikan penghargaan dan apresiasi atas raihan prestasi ini. Selama ini, siswa Smanser sudah sering menunjukkan bakatnya di bidang video dengan berhasilnya menjuarai berbagai lomba video baik di tingkat provinsi maupun nasional. Harapannya, bidang ini terus berkembang di sekolah seiring dengan dukungan lembaga yang besar pada bidang ini. (hms/mus)",https://www.instagram.com/p/C9xDOtGzLwk/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,??????? ???? ????? ? ????? ????? ??????? ??????? ???????? ?? ????????,372348bef34d2955b460aa2d69042ada.jpg,2024-07-24
49,"Prestasi gemilang kembali diraih oleh siswa Smanser. Tim Pencak Silat Smanser berhasil meraih 1 emas 3 perak dan 3 perunggu dalam Kejuaraan Nasional Pencak Silat Malang Championship IV yang dilaksanakan di GOR Ken Arok Malang-Jawa Timur pada tanggal 27 s.d 28 Juli 2024. \r\n\r\nTim Smanser terdari dari Mutiara Hati Agripina yang berhasil meraih emas kategori Seni Tunggal Tangan Kosong. Selanjutnya untuk medali perak diraih oleh  I Gede Kostha Klasika pada kategori Tanding Laga Putra, Made Angga Ofta Pariwidana pada kategori Kelas G Remaja Putra, dan I Gusti Ketut Swardika pada kategori Kelas C Remaja Putra. Untuk perunggu diraih oleh Mutiara Hati Agripina pada kategori Kelas B remaja Putri, Kadek Selli Fridayani pada kategori Kelas A Remaja Putri dan Putu Apriliani pada kategori Kelas A remaja Putri. \r\n\r\nDikonfirmasi terkait raihan ini, Mutiara Hati Agripina yang berhasil meraih emas mengaku sangat senang dan bangga bisa kembali meraih prestasi. Setelah sebelumnya dirinya bersama tim juga sukses berprestasi dalam ajang Kejuaraan Sitembak Cup ke-14 pada bulan April. “Saya merasa senang bisa kembali meraih prestasi. Tentu ini berkat binaan dari Bapak Made Putra Arsana yang selama ini membina kami dengan disiplin”, ungkap Mutiara. \r\n\r\nAtas raihan ini, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd menyampaikan terima kasih dan apresiasi kepada siswa dan pembina yang telah sukses meraih prestasi. Pihaknya yang juga ikut melepas keberangkatan tim mengatakan prestasi ini akan menjadi motivasi bagi siswa lain untuk terus  bisa berkompetisi dalam berbagai ajang dan level. Hal ini sebagai wujud implementasi visi lembaga yaitu pada aspek kompetitif. (hms/mus)",https://www.instagram.com/p/C-HFoJ7SHAW/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,??? ?????? ????? ??????? ??????? ????? ????????? ???????? ?????? ????? ?????? ???????????? ??,619cfd7d7256a1d11f939c4a04febda9.jpg,2024-08-01
50,"Prestasi membanggakan kembali datang dari siswa Smanser atas nama I Gusti Bagus Angga Prasetia dan Made Alyn Juniarti. Kali ini dirinya berhasil meraih Juara 3 Ganda Taruna Putra dan dan Juara 3 Ganda Taruna Putri dalam Kejuaraan Bulu Tangkis tingkat provinsi (Kejurprov Bali) pada tanggal 31 Juli s.d 3 Agustus di GOR Desa Baluk Jembrana.  \r\n\r\nDikonfirmasi setelah lomba  Angga Prasetia mengaku senang  dengan raihan ini meskipun belum bisa memberikan yang terbaik. Hal yang sama diungkapkapkan oleh Made Alyn Juniarti. Dirinya mengaku kurang puas dengan raihan ini dan berharap ke depan bisa memberikan yang terbaik.  \r\n\r\nDalam bidang Bulu Tangkis, kedua siswa ini sudah sering meraih juara dalam berbagai ajang . I Gusti Bagus Angga Prasetia terakhir kali berhasil meraih Juara 3 dalam Kejuaraan Poker Open Cup III dan Porjar tingkat provinsi pada bulan Juni sedangkan  Made Alyn Juniarty berhasil meraih Juara 3 dalam ajang O2SN tingkat provinsi pada bulan Mei. \r\n\r\nAtas raihan ini, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd.,M.Pd menyampaikan apresiasi dan terima kasih kepada siswa dan pembina yang telah semangat berjuang mengharumkan nama sekolah serta berharap semoga siswa Smanser terus bisa berprestasi sebagai wujud semangat kompetitif. (hms/mus)",https://www.instagram.com/p/C-UHFbsTpZY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????? ???????? ???? ????? ? ???? ??????? ??????? ????????,e7c3770f50742d8d646e0a5bc42454df.jpg,2024-08-07
51,"Prestasi membanggakan kembali datang dari siswa Smanser atas nama I Gusti Bagus Angga Prasetia dan Made Alyn Juniarti. Kali ini dirinya berhasil meraih Juara 3 Ganda Taruna Putra dan dan Juara 3 Ganda Taruna Putri dalam Kejuaraan Bulu Tangkis tingkat provinsi (Kejurprov Bali) pada tanggal 31 Juli s.d 3 Agustus di GOR Desa Baluk Jembrana.  \r\n\r\nDikonfirmasi setelah lomba  Angga Prasetia mengaku senang  dengan raihan ini meskipun belum bisa memberikan yang terbaik. Hal yang sama diungkapkapkan oleh Made Alyn Juniarti. Dirinya mengaku kurang puas dengan raihan ini dan berharap ke depan bisa memberikan yang terbaik.  \r\n\r\nDalam bidang Bulu Tangkis, kedua siswa ini sudah sering meraih juara dalam berbagai ajang . I Gusti Bagus Angga Prasetia terakhir kali berhasil meraih Juara 3 dalam Kejuaraan Poker Open Cup III dan Porjar tingkat provinsi pada bulan Juni sedangkan  Made Alyn Juniarty berhasil meraih Juara 3 dalam ajang O2SN tingkat provinsi pada bulan Mei. \r\n\r\nAtas raihan ini, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd.,M.Pd menyampaikan apresiasi dan terima kasih kepada siswa dan pembina yang telah semangat berjuang mengharumkan nama sekolah serta berharap semoga siswa Smanser terus bisa berprestasi sebagai wujud semangat kompetitif. (hms/mus)",https://www.instagram.com/p/C-UHFbsTpZY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,???? ???????? ???? ????? ? ???? ??????? ??????? ????????,34c29a0f44fc908a293ebcd0c591556c.jpg,2024-08-07
52,"Prestasi membanggakan kembali diraih oleh siswa atas nama Made Mahesa Arya Joe Moreno. Dirinya berhasil meraih juara 1 lomba seni pertunjukan baca puisi “Aku Melihat Indonesia” karya Bung Karno. Lomba dengan kategori tingkat SMA/SMK dan Umum se-Bali ini dilaksanakan oleh Yayasan Dana Punia dan Pakis Bali dalam rangka Peringatan Hari Kemerdekaan Ke-79 RI pada tanggal 10 Agustus 2024 di Singaraja. \r\n\r\nDikonfirmasi setelah lomba, siswa yang akrab disapa Moreno ini mengatakan awalnya dirinya mengetahui informasi lomba dari guru. Setelah itu dirinya pun berlatih dengan binaan dari Ni Wayan Budiari, S.Pd dan Ida Ayu Kade Sri Jayanti, S.Pd. Dari 157 peserta pada babak awal akhirnya dirinya lolos dalam 25 besar dan setelah babak lanjut dirinya pun dinyatakan sebagai pemenang pertama. \r\n\r\nSempat beberapa kali gagal meraih juara dalam baca puisi juga membuat Moreno mengaku termotivasi mempersiapkan diri dengan baik. Siswa yang punya hobi seni tabuh ini menuturkan kalau dirinya hanya bermodal semangat dan giat berlatih. “Bersyukur setelah sempat jadi Duta International Culture 2024 sekarang dengan binaan guru akhirnya bisa meraih juara baca puisi dan saya akan terus mengasah diri’, ungkapnya. \r\n\r\nAtas raihan ini, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd menyampaikan apresiasi dan terima kasih kepada siswa dan pembina. Pihaknya kembali menegaskan bahwa jiwa semangat dan pantang menyerah dari Moreno perlu ditiru oleh siswa yang lain agar mampu menampilkan potensi terbaik dari dirinya. (hms/mus)",https://www.instagram.com/p/C-lysEWzI-M/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,???? ?????? ???? ??? ?????? ???? ????? ? ???? ????? ??????? ???/??? ??? ???? ??-????,0aa1cde1a47228f03d3ad27ec2fcf273.jpg,2024-08-13
53,"Siswa SMA Negeri 1 Seririt kembali menorehkan prestasi dalam bidang olahraga. Dua siswa yaitu Ni Nyoman Divya Savitri dan Putu Meta Arlina berhasil mengharumkan nama sekolah dalam ajang Kejuaraan Daerah Perisai Diri Antar Perguruan Tinggi dan Umum Se-Bali 2024 yang diselenggarakan di Politeknik Negeri Bali pada tanggal 14 s.d 15 Agustus 2024. \r\n\r\nNi Nyoman Divya Savitri berhasil meraih emas sekaligus menjadi atlet terbaik putri, sedangkan  Putu Meta Arlina berhasil meraih perunggu. Keduanya merupakan atlet perisai diri Smanser yang sudah sering meraih juara pada berbagai level kompetisi.  \r\n\r\nDikonfirmasi terkait raihan ini Divya Savitri ditemani Meta Arlina  mengatakan sangat berbangga dengan raihan ini. Meskipun sudah sering meraih juara dalam berbagai kompetisi namun dirinya tetap merasa senang dan bersyukur. “Saya bersyukur dan bangga juga bisa meraih ini, semuanya berkait binaan dan doa dari pembina, keluarga, dan teman-teman di sekolah” ungkap Divya. \r\n\r\nAtas raihan ini, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd menyampaikan terima kasih dan apresiasi kepada siswa dan pembina. Prestasi dalam bidang nonakademik utamanya bidang olahraga terus diraih oleh siswa Smanser. Hal ini diharapkan terus memupuk budaya kompetitif bagi warga sekolah, tidak hanya dalam bidang olahraga tetapi juga bidang yang lain. (hms/mus)",https://www.instagram.com/p/C-5Bnfvz8x3/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????? ??????? ???? ???? ??? ????? ??????? ????? ????? ??????? ??????? ???? ??-???? ,a2822d1e9c9d72c49c9242c31c7528ce.jpg,2024-10-19
54,"Siswa SMA Negeri 1 Seririt atas nama I Gusti Bagus Angga Prasetia  kembali meraih prestasi dalam bidang bulu tangkis.  Dirinya berhasil meraih juara 3 Tunggal Putra dan juara 2 Ganda Putra dalam Ajang Anugerah LMATS Open 2024 yang berlangsung dari tanggal 12 s.d 17 di Denpasar. \r\n\r\nDikonfirmasi terkait raihan ini, I Gusti Bagus Angga Prasetia  mengatakan sangat senang kembali bisa meraih prestasi. Setelah sebelumnya dirinya berhasil meraih Juara 3 dalam Kejuaraan Provinsi pada bulan Juli lalu.  “Saya beryukur dan senang kembali bisa meraih ini, semuanya berkat binaan dari pembina yang kebetulan orang tua saya sendiri” ungkap Angga.  \r\n\r\nSelaku pembina I Gusti Bagus Suarjana mengatakan bahwa dirinya terus mengajak anak asuhnya untuk mengikuti berbagai kejuaraan untuk membiasakan ritme latihan dan juga situasi menghadapi kompetisi. Dengan latihan yang tekun akhirnya anak asuhnya bisa terus meraih juara. \r\n\r\nAtas raihan ini, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd menyampaikan terima kasih dan apresiasi kepada siswa dan pembina. Prestasi dalam bidang olahraga  salah satunya bulu tangkis terus diraih oleh siswa Smanser. Hal ini diharapkan terus memupuk budaya kompetitif bagi warga sekolah, tidak hanya dalam bidang bulu tangkis tetapi juga  olahraga yang lain dan pada bidang yang lain. (hms/mus)",https://www.instagram.com/p/C-5Btx9ztG4/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,? ????? ????? ????? ???????? ??????? ???? ????? ??? ???????? ????? ????????? ???????? ????? ???? ???,87013eb313bf1337bc3d3562c520da90.jpg,2024-08-19
55,"Seolah tak pernah surut dari prestasi, siswa atas nama Desak Putu Ayu Dina Candradewi kini kembali meraih juara III Baca Puisi tingkat SMA/SMK, Mahasiswa, dan Umum se-Bali dalam ajang Singaraja Literary Festival. Lomba yang diselenggarakan oleh Yayasan Mahima Indonesia ini berlangsung di Gedung Sasana Budaya pada tanggal hari Minggu (25/8) lalu. \r\n\r\nDitanya terkait kegiatan lomba, Desak sapaan akrab siswa kelas XI.1 ini mengatakan  bahwa lomba diikuti oleh 30 peserta. Terkait raihan juara Desak mengaku sangat senang bisa kembali menorehkan prestasi. “Ya perasaan saya tentu senang bisa kembali meraih juara meskipun tidak bisa juara I seperti tahun lalu” ungkap Desak. \r\n\r\nDesak Ayu Putu Dina Candradewi merupakan salah satu siswa berprestasi di SMA Negeri 1 Seririt yang sangat produktif dalam hal prestasi. Dalam setahun terakhir, dirinya telah mencatatkan puluhan prestasi seperti juara II cipta baca puisi di STIE Singaraja, Juara I baca puisi ajang FLS2N tingkat kabupaten, Juara II Lomba pidato tingkat nasional, Juara II baca puisi se-Bali dalam ajang FESTRA FBS Undiksha, Juara I baca puisi dalang ajang Singaraja Literary Festival tahun 2023, Juara harapan I MC contest tingkat nasional, dan lain-lain. \r\n\r\nAtas prestasi yang diraih, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd menyampaikan apresiasi dan terima kasih kepada siswa yang telah mengharumkan nama sekolah. Prestasi yang diraih sudah tentu karena bakat siswa yang diasah dengan baik dan memiliki jiwa kompetitif. Pihaknya berharap semangat kompetitif ini terus digelorakan oleh siswa Smanser.  (hms/mus)",https://www.instagram.com/p/C_OLVM_zmlm/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????? ???? ??? ???? ?????????? ???? ????? ???  ???? ????? ??-????,3804c7c51e1d56a2405aa6eb26d31182.jpg,2024-08-28
56,"Tim Voli Smanser harus puas berada di posisi kedua setelah terhenti di final melawan SMAN 1 Banjar dalam Kejuaraan KMS CUP VI di GOR Bhuana Patra Singaraja pada Senin (2/9) lalu.\r\n\r\nTim Smanser diperkuat oleh Ketut Dendi Praja Kusuma, Wayan Divayana, Putu Revan Raditya Wiswaputra, Wayan Ardi Pranditiya, Made Sunu Subakti, Kadek Ivan Virgie Pratama, I Komang Agus Nanda Meidinata, Kadek Bayu Prasetya, dan Putu Redi. \r\n\r\nDikonfirmasi setelah lomba, Kadek Ivan Virgie Pratama selaku spiker mengatakan bahwa dirinya merasa bangga karena bisa mengharumkan nama sekolah. Siswa yang berasal dari Banjarasem ini mengaku sudah tertarik dengan olahraga voli sejak SD dan mulai menekuni di bangku SMP. \r\n\r\nSelama penyisihan, dirinya bersama tim mampu bersaing dengan tim dari SMK Negeri 2 Singaraja, SMA Negeri 2 Banjar,  SMK Negeri 3 Singaraja, dan SMA Negeri 4 Singaraja. Di babak final, langkahnya harus terhenti setelah ditundukkan oleh tim SMAN 1 Banjar. \r\n\r\nSelaku pembina, Gede Aan Karisma, S.Pd mengatakan bahwa  selama persiapan dirinya fokus dengan mental pemain agar selalu menumbuhkan daya kompetitif pada setiap pertandingan. Secara umum para pemain sudah dibekali kemampuan individu di atas rata-rata tinggal mengasah komunikasi  ketika pertandingan. “Meskipun belum menjadi yang terbaik saya tetap merasa bangga karena anak-anak sudah memiliki jiwa kompetitif. Pencapaian ini tentunya berkat kerjasama dan dukungan seluruh warga sekolah” ungkapnya. \r\n\r\nKepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd yang ikut menyaksikan  langsung jalannya pertandingan  mengatakan sangat mengapresiasi perjuangan tim bersama pembina yang telah semangat membela nama sekolah. Meskipun belum menjadi yang terbaik pihaknya menilai semangat tim sudah luar biasa. (hms/mus)",https://www.instagram.com/p/C_gyQ33T3Yf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"???????? ?? ?????, ??? ????  ??????? ???? ????? ?? ????? ??? ??? ?? ????",87b5792001566b1f71d4d3889f902c28.jpg,2024-09-04
57,"Selain Voli, Tim Basket Smanser juga berhasil meraih juara II dalam ajang KMS CUP VI 2024 yang berlangsung di GOR Bhuana Patra Singaraja pada Senin (2/9) lalu.\r\n\r\nTim Basket Smanser yang diperkuat oleh Putu Dylan Vedatama, Komang Deva Cahyadi Putra, Dewa Gede Agung Dharmika Putra, Made Adhipta Surya Dwi Putra, Niji Satya Pratama, Putu Agus Gelgel Pratama, Kadek Dwipa Sastra Wiguna, Ricko Dika Oktaviano, Putu Dey Akka, Kadek Aprilio Sattya Mahendra, Komang Dipa Maha Putra, dan Made Ambara Putra  akhirnya harus mengakui keunggulan tim SMAN 1 Busungbiu.\r\n\r\nDikonfirmasi setelah lomba, Putu Dylan Vedatama mengatakan untuk lomba ini persiapannya kurang lebih selama dua minggu. “Untuk latihan kami lakukan setelah jam pulang sekolah” ungkap Dylan. \r\n\r\nSelaku pembina, Putu Agus Suar Ekkar Yasa, S.Pd mengatakan bahwa dirinya bersyukur karena anak asuhnya sudah berhasil meraih juara II. Meski belum bisa menjadi yang terbaik tetapi perjuangannya sudah lumayan karena dalam babak penyisihan bisa mengalahkan SMAN 1 Gerokgak, SMAN 4 Singaraja, dan SMAN 1 Singaraja. Di babak Semifinal bertemu dengan SMAN 2 Singaraja lanjut di final bertemu SMAN 1 Busungbiu.  \r\n\r\nSementara itu, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd menyampaikan terima kasih dan apresiasi atas perjuangan tim yang telah membawa nama sekolah. Meskipun belum bisa menjadi yang terbaik pihaknya menilai perjuangan tim sudah luar biasa dan harapannya bisa ditingkatkan pada kesempatan lainnya. (hms/mus)",https://www.instagram.com/p/C_gyXXFT57b/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,??? ?????? ??????? ???? ????? ?? ????? ??? ??? ?? ????,b252cd0f99c5f8d5876ddb06e6f76b76.jpg,2024-09-04
58,"Siswa SMA Negeri 1 Seririt kembali berjaya dalam Kejurda  Pencak Silat IPSI antar SMA/SMK se-Buleleng yang dilaksakan  di Padepokan Sitembak Buleleng-Pusat Bubunan pada tanggal 13 s.d 14 September 2024 lalu.  Beberapa siswa berhasil meraih Juara I, II, dan III pada beberapa kategori baik putra maupun putri. \r\n\r\nMutiara Hati Agripina berhasil meraih  Juara 1 Seni Solo Kreatif Putri Fool B, I Gusti Bagus Jaya Praja Yasa berhasil meraih Juara I Seni Tunggal Kreatif Fool A, Kadek Selli Fridayani berhasil meraih Juara I Seni Beregu Kreatif Putri, Ida Bagus Yogananda Pradnyana berhasil  meraih Juara II Seni Tunggal Kreatif Putra Fool B, Putu Apriliani berhasil  meraih Juara III Seni Tunggal Kreatif Putri Fool A, dan Komang Novia Suriani berhasil meraih Juara II Seni Solo Kreatif Fool B. \r\n\r\nDikonfirmasi terkait hasil yang diraih, perwakilan siswa Kadek Selli Fridayani mengaku sangat senang dan bangga bisa kembali meraih juara. Dirinya bersama atlet yang lain memang sudah beberapa kali meraih juara dalam ajang  ini sehingga raihan ini juga tetap akan memotivasi dirinya untuk terus berprestasi.  Hal ini diakuinya berkat binaan dari pembina ekstrakurikuler di sekolah  yaitu Made Putra Arsana.\r\n\r\nKepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd mengapresiasi seluruh siswa dan pembina yang telah berjuang dalam kejuaraan ini. Melalui raihan ini diharapkan dapat menginspirasi dan memotivasi siswa yang lain untuk terus mengembangkan minat dan bakat serta meraih prestasi. (hms/mus)",https://www.instagram.com/p/DA0o9KRTqES/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????? ??? ??????? ????? ????? ????????? ?????? ????? ????????,53a7af64e2f14be788e4e1ec1b0a9e97.jpg,2024-10-06
59,"Setelah sukses dalam Kejuaraan IPSI, tiga siswa Smanser kembali sukses meraih juara dalam Kejuaraan Pencak Silat Buleleng Open III Tahun 2024 pada 28 September s.d 3 Oktober 2024 di GOR Bhuana Patra Singaraja. Ni Nyoman Divya Savitri berhasil meraih Juara II Kelas A Putri Tingkat Dewasa. \r\n\r\nSementara itu,  dua rekannya atas nama Made Angga Ofta Pariwidana berhasil meraih Juara III Kelas E Putra Tingkat Dewasa dan  Mutiara Hati Agripina berhasil meraih Juara III Seni Tunggal Putri Tingkat Dewasa.  \r\n\r\nKetika ditanya terkait raihannya Ni Nyoman Divya Savitri mengatakan  selama ini dirinya hanya melakukan latihan dengan tekun dan dibina oleh Bapak Dewa Made Susastra. Selama ini dirinya sudah sering mengikuti kejuaraan dan sukses meraih berbagai tingkat juara. Senada dengan Divya, Angga dan Mutiara juga mengatakan  bahwa disiplin dan giat dalam berlatih menjadi kunci suksesnya bisa meraih juara. \r\n\r\nKepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd  menyampaikan apresiasi dan terima kasihnya  kepada siswa dan pembina yang telah sukses mengahrumkan nama sekolah kejuaraan ini. Melalui raihan ini diharapkan dapat menginspirasi dan memotivasi siswa yang lain untuk terus mengembangkan minat dan bakatnya khususnya dalam seni bela diri. (hms/mus)",https://www.instagram.com/p/DA0pBl5zsx4/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,???? ????? ??????? ???????? ???? ????? ?????? ????? ???????? ???? ????,2434ab95f03e653ddfcc1bc0dbdb4760.jpg,2024-10-06
60,"Salah satu siswa berprestasi SMA Negeri 1 Seririt  atas nama Made Mahesa Arya Joe Moreno kembali menorehkan prestasi membanggakan yaitu dengan meraih Juara II Poetry Reading Contest tingkat SMA/SMK se-Bali yang dilaksanakan oleh Fakultas Bahasa dan Seni Undiksha pada tanggal 13 Oktober 2024. \r\n\r\nDikonfirmasi mengenai persiapan lomba, siswa kelas XI.10 asal Desa Pangkungparuk ini mengatakan dirinya baru daftar lomba  seminggu sebelum lomba dilaksanakan. Dengan waktu yang terbilang singkat, dirinya terus berlatih di rumah dan dibina di sekolah oleh pembina Ni Wayan Budiari, S.Pd. Akhirnya, setelah lomba dirinya pun berhasil meraih juara. \r\n\r\nLebih lanjut, Moreno mengaku senang dan bangga bisa mengharumkan nama sekolah pada beberapa ajang kejuaraan yang selama ini diikuti.  “Tentu saja sangat senang sekali dan bangga bisa mendapatkan kesempatan menjadi juara pada lomba tingkat se-Bali” ungkap Moreno. \r\n\r\nSementara itu, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd menyampaikan apresiasi dan terima aksih kepada siswa dan pembina yang telah berhasil mengharumkan nama sekolah. Pihaknya berharap siswa SMA Negeri 1 Seririt terus mengembangkan minat dan bakatnya serta aktif berkompetisi dalam berbagai ajang kejuaraan. (hms/mus)",https://www.instagram.com/p/DBQSlNNzVdC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,???? ?????? ???? ??? ?????? ?????? ???? ????? ?? ?????? ??????? ??????? ??-????,fdb482100b825d46858355cd50454b3d.jpg,2024-10-16
61,"Dua siswa SMA Negeri 1 Seririt atas nama Yunifa Cristiona dan Ni Putu Lady Diah Anggreni berhasil meraih Juara I dan II pada Roudoku Kontesuto tingkat SMA/SMK se-Bali  yang diselenggarakan oleh HMJ Bahasa Asing, Fakultas Bahasa dan Seni Undiksha pada tanggal 13 Oktober 2024. \r\n\r\nDikonfirmasi terkait persiapan Lomba, Yunifa Cristiona mengatakan seminggu sebelum perlombaan dirinya  dengan tekun mengikuti pembinaan di sekolah setiap hari. Di bawah dorongan dan motivasi dari pembina Ni Gusti Ayu Kade Yogi P, S.Pd dirinya selalu semangat berlatih. Dengan prinsip berusaha dan berdoa akhirnya siswa asal Desa Patemon ini pun berhasil meraih Juara I. “Saya sangat senang, bersyukur dan merasa bangga atas apa yang saya capai karena pertama kali mengikuti lomba Roudoku Kontesuto”, ungkap Yunifa. \r\n\r\nHal senada  juga diungkapkan oleh Ni Putu Lady Diah Anggreni. Siswa asal Desa Mayong ini pada awalnya tidak berniat untuk mengikuti lomba karena tidak ikut KSP Bahasa Jepang. Namun karena dorongan dari Yunifa dan pembina dirinya pun akhirnya mengikuti dan belajar dengan tekun agar tidak mengecewakan pembina. Dirinya berharap pprestasi yang diraihnya bisa memotivasi siswa lain untuk terus berkembang. \r\n\r\nSementara itu, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd mengatakan sangat mengapresiasi prestasi yang diraih oleh siswa Smanser. Melalui berbagai juara yang diraih diharapkan dapat memotivasi siswa lain untuk semangat mengembangkan minat dan bakatnya. Sekolah pada prinsipnya selalu mendukung pengembangan diri siswa pada hal-hal yang positif. (hms/mus)",https://www.instagram.com/p/DBQSqi6TvHc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????? ??????? ?????? ????? ??????? ????????? ??????? ???/??? ??-???? ?? ????????,4610b39b20f70729e2f1ef7ebd0681fb.jpg,2024-10-16
